,ao_link,lat,lon,itemLabel,ao_description,tier,color,address,url,thingLabel,description,fetched_coordinates,location,distance,item,sitelinks,placeLabel,articleDE,articleEN,thing,to_drop_key
1,,40.721944,-73.999444,E. V. Haughwout Building ,,wikivoyage,red,488-492 Broadway , ,See,"One of the finest examples of the cast-iron-facade buildings that SoHo is famous for. Built in 1857, it is considered as one of the first buildings where the cast-iron structure was left uncovered and rather shaped into the ornamental form replacing a traditional brick, stone or plaster facade. Mr Haughwout ran a tableware emporium sprawling over the building's five stories, famous far beyond the city to the extent that it was there where Mary Todd Lincoln purchased new china for the White House. The emporium also provided customers with a convenience that was a world first — a passenger elevator by Elisha Otis, soon to become a ''de rigeur'' amenity of all new buildings in New York.","(40.721944, -73.999444)",,,,,,,,,"(40.721944, -73.999444)"
0,,40.7254,-73.9971,The Wall ,,wikivoyage,red,599 Broadway , ,See,"A 1973 piece of minimalist artwork — actually, ranging for 8 stories, quite large rather than minimal — by Forrest Myers graces the blind wall of the building at 599 Broadway. It has actually been removed and rebuilt in the 2000s because of its impact on the wall it is placed on, placed higher to allow for street-level advertising below it. Because of its prominent location at the intersection of Broadway and Houston Street, it is often referred to as marking the ''Gateway to Soho''.","(40.7254, -73.9971)",,,,,,,,,"(40.7254, -73.9971)"
3,,40.71987,-74.00986,The Greenwich Hotel ,,wikivoyage,red,377 Greenwich Street ,http://www.thegreenwichhotel.com/ ,Sleep,"The five-star boutique member of The Leading Hotels of the World takes ""olde-worlde"" charm to a new level in its rooms, but offers truly pampering service and a number of amenities unexpected for a hotel of only 88 rooms, including a reasonably-sized pool, Japanese spa and quite spacious gym.","(40.71987, -74.00986)",,,,,,,,,"(40.71987, -74.00986)"
2,,40.72086,-74.00556,Hilton Garden Inn New York/Tribeca ,,wikivoyage,red,39 Avenue of the America ,https://hiltongardeninn3.hilton.com/en/hotels/new-york/hilton-garden-inn-new-york-tribeca-NYCTRGI/index.html ,Sleep,"The Garden Inn has a slightly dated chain hotel feel, but a reasonably nice restaurant and a strategic location. Rooms feature the usual conveniences found in midscale hotels, enhanced with a microwave and fridge that could be convenient for self-caterers, who will also find a hotel ""pantry"" with convenience food items for sale in the lobby.","(40.72086, -74.00556)",,,,,,,,,"(40.72086, -74.00556)"
1,,40.71938,-74.00482,The Roxy Hotel Tribeca ,,wikivoyage,red,2 Avenue of the Americas ,http://www.roxyhotelnyc.com/ ,Sleep,"Gorgeous, trendy hotel. Not for the light-walleted.","(40.71938, -74.00482)",,,,,,,,,"(40.71938, -74.00482)"
0,,40.71555,-74.00882,Cosmopolitan Hotel Tribeca ,,wikivoyage,red,95 West Broadway ,http://cosmohotel.com ,Sleep,"Clean, comfortable rooms with private bath and color television, plus wireless internet at a reasonable price.","(40.71555, -74.00882)",,,,,,,,,"(40.71555, -74.00882)"
2,,40.71846,-74.00725,Square Diner ,,wikivoyage,red,33 Leonard St , ,Eat,An inexpensive diner; a neighborhood institution.,"(40.71846, -74.00725)",,,,,,,,,"(40.71846, -74.00725)"
1,,40.71672,-74.00937,Ninja New York ,,wikivoyage,red,25 Hudson St ,http://ninjanewyork.com/ ,Eat,"A ninja-themed restaurant with dark hallways, sneaky ninja/waiters with swords, and many elaborate dishes that involve smoke or fire. Caution: Many who have eaten there don't recommend the food, so if you go, go for the experience.","(40.71672, -74.00937)",,,,,,,,,"(40.71672, -74.00937)"
0,,40.71984,-74.00844,Bubby's ,,wikivoyage,red,120 Hudson St. ,http://www.bubbys.com/ ,Eat,"One of the more affordable restaurants in Tribeca, this place caters to families and those who don't mind sitting next to high chairs. They do indeed have a wonderful variety of pies on any given day, one of the best cheeseburger in town, and an interesting choice of beers.","(40.71984, -74.00844)",,,,,,,,,"(40.71984, -74.00844)"
0,,40.7153802,-74.0093063,--,,wikivoyage,red,,,Do,,"(40.7153802, -74.0093063)",,,,,,,,,"(40.7153802, -74.0093063)"
3,,40.71705,-74.0113,Washington Market Park ,,wikivoyage,red,"bounded by Greenwich, Chambers and West Streets ", ,See,"Great place for kids to play, to enjoy a nice picnic, or just sit back and relax. There is plenty of playing equipment for children, as well as organized games and arts and crafts. Hosting birthday parties is very popular in this park for those who are interested in renting out the gazebo. In the summer, bands will often play music in the gazebo for the older generations. The park is small and safe.","(40.71705, -74.0113)",,,,,,,,,"(40.71705, -74.0113)"
2,,40.71959,-74.00993,Tribeca Film Center ,,wikivoyage,red,375 Greenwich St ,http://www.tribecafilmcenter.com/ ,See,,"(40.71959, -74.00993)",,,,,,,,,"(40.71959, -74.00993)"
1,,40.72027,-74.01382,Hudson River Park ,,wikivoyage,red, ,https://www.hudsonriverpark.org/ ,See,"Walk along the Hudson River and enjoy the breezes, views, and people-watching.","(40.72027, -74.01382)",,,,,,,,,"(40.72027, -74.01382)"
0,,40.71956,-74.00662,Hook & Ladder #8 ,,wikivoyage,red,14 N Moore St , ,See,The firehouse used for exterior shots in the movie ''Ghostbusters''.,"(40.71956, -74.00662)",,,,,,,,,"(40.71956, -74.00662)"
0,,40.712219,-74.008061,Woolworth Building ,,wikivoyage,red,233 Broadway , ,See,"One of the oldest and most famous of New York's skyscrapers (dubbed the ""Cathedral of Commerce""), the neo-Gothic Woolworth Building was completed in 1913 and was the world's tallest building until 1930. The building has a beautiful ornate lobby. Tours are offered most days. Pre-registration is required.","(40.712219, -74.008061)",,,,,,,,,"(40.712219, -74.008061)"
0,,40.715614,-74.015853,New York Public Library - Battery Park City Branch ,,wikivoyage,red,175 North End Ave ,https://www.nypl.org/locations/Battery-Park-City ,Connect,"Like other branches of the New York Public Library, they have Wi-Fi and computers for public use, among other services.","(40.715614, -74.015853)",,,,,,,,,"(40.715614, -74.015853)"
9,,40.704,-74.0122,DoubleTree by Hilton New York Downtown ,,wikivoyage,red,8 Stone Street ,https://www.hilton.com/en/hotels/nycbpdt-doubletree-new-york-downtown/ ,Sleep,"Standard business hotel close to ferry terminal and several subway stations. There's only three elevators for more than forty floors of rooms, so may not be a first choice if you're going to be arriving and leaving in peak hours.","(40.704, -74.0122)",,,,,,,,,"(40.704, -74.0122)"
8,,40.7098,-74.0139,World Center Hotel ,,wikivoyage,red,144 Washington St ,http://www.worldcenterhotel.com/ ,Sleep,,"(40.7098, -74.0139)",,,,,,,,,"(40.7098, -74.0139)"
7,,40.70956,-74.00992,Residence Inn by Marriott World Trade Center ,,wikivoyage,red,170 Broadway ,http://www.residenceinnNewYork.com ,Sleep,"242 rooms with kitchenettes and suites, 240sq.ft. to 600sq.ft with 10' ceiling height. All rates include a full hot American breakfast buffet daily, free basic wi-fi and fitness center.","(40.70956, -74.00992)",,,,,,,,,"(40.70956, -74.00992)"
6,,40.70946,-74.01437,New York Marriott Downtown ,,wikivoyage,red,85 West St ,https://www.marriott.com/hotels/travel/nycws-new-york-marriott-financial-center/ ,Sleep,Good views and nice rooms.,"(40.70946, -74.01437)",,,,,,,,,"(40.70946, -74.01437)"
5,,40.71114,-74.01025,Millenium Hilton ,,wikivoyage,red,55 Church St ,http://www.newyorkmillenium.hilton.com ,Sleep,"55-Story hotel located in the heart of the Financial District, next to the 9/11 Memorial and 11 different subway lines, featuring a heated indoor pool and 569 guest rooms and suites with skyline views.","(40.71114, -74.01025)",,,,,,,,,"(40.71114, -74.01025)"
4,,40.709,-74.00918,Holiday Inn Wall Street ,,wikivoyage,red,51 Nassau St ,http://www.hotelreservenyc.com ,Sleep,"A boutique hotel two blocks from Wall Street, one block from the New York Stock Exchange, and across the street from the Federal Reserve Bank. Consists of 113 rooms with free wireless internet, contains a fitness center, and is pet friendly.","(40.709, -74.00918)",,,,,,,,,"(40.709, -74.00918)"
3,,40.70786,-74.00707,"Gild Hall, A Thompson Hotel ",,wikivoyage,red,15 Gold St ,http://www.wallstreetdistrict.com ,Sleep,,"(40.70786, -74.00707)",,,,,,,,,"(40.70786, -74.00707)"
2,,40.70513,-74.00611,Eurostars Wall Street ,,wikivoyage,red,129 Front St ,https://www.eurostarshotels.com/eurostars-wall-street.html ,Sleep,A small boutique luxury hotel a block north of Wall Street.,"(40.70513, -74.00611)",,,,,,,,,"(40.70513, -74.00611)"
1,,40.715,-74.01532,Conrad New York ,,wikivoyage,red,102 North End Ave ,http://www.conradnewyork.com ,Sleep,"Brand new all-suite luxury hotel overlooking the Hudson River in Battery Park City, located next to the World Financial Center and minutes from Wall St, Statue of Liberty and 9/11 Memorial.","(40.715, -74.01532)",,,,,,,,,"(40.715, -74.01532)"
0,,40.70525,-74.0078,"Andaz Wall Street, A Hyatt Hotel ",,wikivoyage,red,75 Wall St ,http://www.andazwallstreet.com ,Sleep,"The only hotel on Wall Street featuring 253 rooms that begin at a very large 345 sq ft (32 m²). All rooms come with free internet, free minibar (except alcohol), free gym access, and free light refreshments in the lobby.","(40.70525, -74.0078)",,,,,,,,,"(40.70525, -74.0078)"
0,,40.7032,-74.011,The Dead Rabbit ,,wikivoyage,red,30 Water Street ,https://thedeadrabbit.com/ ,Drink,"Atmospheric Irish pub, good cocktails.","(40.7032, -74.011)",,,,,,,,,"(40.7032, -74.011)"
0,,40.710973,-74.009602,Nobu,,wikivoyage,red,195 Broadway ,http://www.noburestaurants.com/downtown/experience-3/ ,Eat_Splurge,"World-renowned Japanese restaurant requiring reservations well in advance. For an alternative, try Nobu Next Door which doesn't require a reservation and serves the same creative, delicious food. May not be worth ''all'' the hype, but certainly worth some.","(40.710973, -74.009602)",,,,,,,,,"(40.710973, -74.009602)"
6,,40.7037,-74.0103,Nara Sushi/Kumo ,,wikivoyage,red,76 Pearl St ,https://narasushikumo.com/ ,Eat_Mid-range,Cozy sit-down sushi joint.,"(40.7037, -74.0103)",,,,,,,,,"(40.7037, -74.0103)"
5,,40.7095549,-74.012659,O'Hara's ,,wikivoyage,red,120 Cedar St , ,Eat_Mid-range,Irish restaurant,"(40.7095549, -74.012659)",,,,,,,,,"(40.7095549, -74.012659)"
4,,40.703434,-74.0114195,Fraunces Tavern ,,wikivoyage,red,54 Pearl St , ,Eat_Mid-range,,"(40.703434, -74.0114195)",,,,,,,,,"(40.703434, -74.0114195)"
3,,40.7021135,-74.0118556,Playa Bowls ,,wikivoyage,red, 1 New York Plaza, ,Eat_Mid-range,,"(40.7021135, -74.0118556)",,,,,,,,,"(40.7021135, -74.0118556)"
2,,40.708428,-74.0055903,Hole In The Wall ,,wikivoyage,red,15 Cliff St , ,Eat_Mid-range,,"(40.708428, -74.0055903)",,,,,,,,,"(40.708428, -74.0055903)"
1,,40.7044979,-74.0031411,Watermark ,,wikivoyage,red,78 South St Pier 15 , ,Eat_Mid-range,Stylish restaurant overlooking the East River,"(40.7044979, -74.0031411)",,,,,,,,,"(40.7044979, -74.0031411)"
0,,40.709612,-74.014484,Bill’s Bar & Burger ,,wikivoyage,red,85 West St ,http://www.billsbarandburger.com/venues/downtown/ ,Eat_Mid-range,"Classic American fare, includes handmade griddle burgers, milkshakes and a wide beer selection.","(40.709612, -74.014484)",,,,,,,,,"(40.709612, -74.014484)"
7,,40.7049226,-74.009787,Underground Pizza ,,wikivoyage,red, 3 Hanover Square #2615 , ,Eat_Budget,,"(40.7049226, -74.009787)",,,,,,,,,"(40.7049226, -74.009787)"
6,,40.7122437,-74.0159269,Tartinery ,,wikivoyage,red,225 Liberty St , ,Eat_Budget,,"(40.7122437, -74.0159269)",,,,,,,,,"(40.7122437, -74.0159269)"
5,,40.7101214,-74.0076774,Joe’s Pizza ,,wikivoyage,red,124 Fulton St , ,Eat_Budget,,"(40.7101214, -74.0076774)",,,,,,,,,"(40.7101214, -74.0076774)"
4,,40.7096571,-74.0083661,d Elici ,,wikivoyage,red,71 Nassau St , ,Eat_Budget,Sandwiches,"(40.7096571, -74.0083661)",,,,,,,,,"(40.7096571, -74.0083661)"
3,,40.7063452,-74.0078662,Blue Park Kitchen ,,wikivoyage,red, 70 Pine St , ,Eat_Budget,,"(40.7063452, -74.0078662)",,,,,,,,,"(40.7063452, -74.0078662)"
2,,40.7031249,-74.0113967,Rockwell's ,,wikivoyage,red,105 Broad St , ,Eat_Budget,Independent eatery since 1995.,"(40.7031249, -74.0113967)",,,,,,,,,"(40.7031249, -74.0113967)"
1,,40.7035069,-74.0110014,Shorty's ,,wikivoyage,red,62 Pearl St , ,Eat_Budget,Cheesesteak restaurant,"(40.7035069, -74.0110014)",,,,,,,,,"(40.7035069, -74.0110014)"
0,,40.71817,-74.01458,Terry's ,,wikivoyage,red,41 River Terrace , ,Eat_Budget,Deli popular with local students.,"(40.71817, -74.01458)",,,,,,,,,"(40.71817, -74.01458)"
1,,40.7113,-74.0119,Westfield World Trade Center ,,wikivoyage,red,185 Greenwich St ,http://wtc.westfield.com/ ,Buy,,"(40.7113, -74.0119)",,,,,,,,,"(40.7113, -74.0119)"
0,,40.7116,-74.0156,Brookfield Place ,,wikivoyage,red,230 Vesey St ,https://brookfieldplaceny.com/ ,Buy,"Shopping, dining, events and the Winter Garden all open to the public.","(40.7116, -74.0156)",,,,,,,,,"(40.7116, -74.0156)"
0,,40.71193,-74.01531,The Institute of Culinary Education ,,wikivoyage,red,225 Liberty St ,http://www.ice.edu/ ,Learn,"Founded in 1975, The Institute of Culinary Education (ICE) is New York’s largest cooking school. ICE career cooking programs feature classes in culinary arts, pastry arts & baking, and culinary management.","(40.71193, -74.01531)",,,,,,,,,"(40.71193, -74.01531)"
2,,40.7076681,-74.009271,--,,wikivoyage,red,,,See_New York Harbor_Ticket Options,,"(40.7076681, -74.009271)",,,,,,,,,"(40.7076681, -74.009271)"
1,,40.691389,-74.016111,Governors Island ,,wikivoyage,red,ferries depart from the Battery Maritime Building at 10 South St ,http://www.nps.gov/gois/ ,See_New York Harbor,"Governors Island has a long military history, home to headquarters and military posts of the United States Army from 1794 until 1966, then a complex for the U.S. Coast Guard before becoming a historic district open to tours.","(40.691389, -74.016111)",,,,,,,,,"(40.691389, -74.016111)"
0,,40.698611,-74.04,Ellis Island ,,wikivoyage,red, ,http://www.nps.gov/elis/ ,See_New York Harbor,"Ellis Island was home to the nation's primary federal immigration station, with over 12 million immigrant steamship passengers passing through from its opening in 1892 to its closing in 1954. Today, over 40 percent of America's population can trace their ancestry through Ellis Island. The island is home to the '''[http://www.ellisisland.org/ American Family Immigration History Center]''', which contains manifests of 25 million immigrants, passengers, and crew members who entered New York Harbor. The Immigration museum at Ellis Islands has details about ""Peopling of America"" and if you are an avid history lover, this museum will need at least 3-4 hrs of your time. Since the ferry ride takes you to both Ellis Island as well as the Liberty Island, you will have to plan your day well.","(40.698611, -74.04)",,,,,,,,,"(40.698611, -74.04)"
